Student_ID,Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Attendance (%),Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level (1-10),Age,Final_Score,Total_Score,Gender_Encoded,Extracurricular_Activities_Encoded,Internet_Access_at_Home_Encoded,Department_Business,Department_CS,Department_Engineering,Department_Mathematics,Parent_Education_Level_Bachelor's,Parent_Education_Level_High School,Parent_Education_Level_Master's,Parent_Education_Level_PhD,Family_Income_Level_High,Family_Income_Level_Low,Family_Income_Level_Medium
S2218,98.69,92.36,93.19,87.0,78.09,56.22,19.2,6.3,2,20,71.98,83.7485,0,0,0,0,0,1,0,0,0,1,0,0,1,0
S2219,89.38,91.33,84.51,66.7,66.28,67.25,7.4,4.4,8,23,98.25,83.339,1,0,0,0,0,1,0,0,0,0,1,0,0,1
S2220,66.15,95.37,82.91,18.5,76.48,56.88,15.5,8.6,4,19,61.43,71.7455,0,1,0,1,0,0,0,0,1,0,0,1,0,0
S2221,72.2,55.86,61.04,32.9,67.96,99.91,17.8,7.1,8,22,97.51,71.7235,0,1,0,0,0,1,0,0,0,0,1,0,0,1
S2222,56.77,57.26,70.39,13.6,63.87,52.46,22.4,4.8,5,23,42.29,54.557,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S2223,49.78,54.14,71.7,77.4,77.58,72.06,24.5,6.8,3,21,95.61,73.80449999999999,0,1,1,1,0,0,0,0,1,0,0,0,1,0
S2224,68.92,96.76,86.68,98.5,82.9,72.6,7.2,4.6,6,21,50.87,76.0325,1,0,1,1,0,0,0,0,0,0,1,0,0,1
S2225,67.81,73.76,80.92,54.6,79.53,65.03,17.2,4.7,2,19,94.75,79.604,1,0,0,0,1,0,0,1,0,0,0,1,0,0
S2226,71.32,53.22,54.29,65.6,97.72,78.57,9.0,4.4,6,19,43.37,67.5485,1,0,1,0,1,0,0,1,0,0,0,0,0,1
S2227,97.17,66.08,65.38,74.6,64.93,57.5,23.8,8.4,6,19,96.89,78.45700000000001,1,0,1,0,0,1,0,1,0,0,0,0,0,1
S2228,76.23,67.57,73.65,22.4,68.62,89.2,21.4,6.7,1,24,52.05,63.6535,0,1,1,0,0,1,0,0,1,0,0,0,1,0
S2229,76.35,90.48,86.84,33.6,83.38,66.62,23.1,5.6,10,20,58.16,74.94250000000001,0,1,1,0,1,0,0,0,1,0,0,0,1,0
S2230,47.68,86.77,87.18,41.2,80.02,79.57,6.9,4.0,5,19,69.46,72.3165,0,1,1,0,1,0,0,0,1,0,0,0,1,0
S2231,99.79,84.47,74.53,59.5,50.09,85.78,17.8,6.4,5,23,62.84,68.804,1,1,1,0,0,0,1,1,0,0,0,0,1,0
S2232,86.37,51.09,55.85,85.0,65.61,94.45,26.0,6.6,8,23,80.05,70.1495,0,0,1,0,0,0,1,0,0,1,0,1,0,0
S2233,92.63,95.53,64.65,25.4,62.69,91.79,22.8,5.7,7,24,98.49,79.3885,0,1,0,0,0,1,0,0,1,0,0,0,1,0
S2234,64.86,60.78,62.73,47.1,92.0,80.42,26.5,6.4,9,24,76.39,74.1715,0,0,0,0,0,0,1,0,1,0,0,0,0,1
S2235,70.13,81.45,89.05,75.19999999999999,93.31,69.42,10.2,4.5,10,18,83.29,84.2175,0,1,1,0,1,0,0,0,1,0,0,0,1,0
S2236,71.33,53.09,59.0,8.7,64.19,75.16,12.2,8.6,3,22,45.28,55.575,1,1,0,0,0,1,0,0,1,0,0,1,0,0
S2237,51.65,54.08,73.25,51.3,55.1,88.44,16.0,5.3,1,19,77.67,61.697,1,0,1,1,0,0,0,0,0,1,0,1,0,0
S2238,81.37,50.48,83.54,14.4,60.26,93.88,18.1,8.7,7,23,67.23,63.737,0,1,0,1,0,0,0,0,0,0,1,0,1,0
S2239,94.18,78.3,98.24,53.9,58.83,55.19,11.3,6.5,9,24,93.15,79.3275,1,1,1,0,1,0,0,0,1,0,0,0,1,0
S2240,49.82,81.47,99.96,76.8,61.87,69.24,14.5,8.3,10,23,63.29,67.91300000000001,0,0,1,0,0,0,1,0,1,0,0,0,1,0
S2241,45.18,52.52,97.65,23.700000000000003,61.73,88.81,22.2,6.9,10,23,80.77,64.31649999999999,0,0,1,1,0,0,0,1,0,0,0,0,1,0
S2242,84.29,64.52,85.91,84.9,73.99,71.58,21.1,8.2,7,24,53.69,70.777,0,0,0,0,0,0,1,1,0,0,0,0,0,1
S2243,56.39,92.57,87.32,33.5,65.98,66.61,7.8,4.1,10,20,55.56,66.435,1,0,0,1,0,0,0,0,0,1,0,0,0,1
S2244,77.43,55.07,87.96,19.1,77.99,70.57,29.6,4.9,7,24,62.57,68.6655,0,0,1,0,0,0,1,0,1,0,0,1,0,0
S2245,81.75,60.83,93.13,46.5,67.21,80.14,19.1,5.8,10,24,58.24,67.74799999999999,1,0,0,1,0,0,0,0,0,0,1,0,1,0
S2246,59.31,71.22,97.59,87.6,90.73,99.99,17.1,5.5,6,22,55.23,74.745,1,0,1,1,0,0,0,0,0,0,1,0,1,0
S2247,88.91,92.11,72.29,6.9,97.54,74.65,29.2,8.7,5,24,42.98,74.734,0,0,0,0,0,1,0,0,0,1,0,0,0,1
S2248,73.0,62.74,70.83,32.8,70.2,60.42,8.5,6.0,5,21,90.2,72.694,1,0,1,0,0,1,0,0,0,0,1,0,1,0
S2249,92.14,99.86,73.02,65.3,52.47,58.14,18.6,8.9,8,24,43.86,66.07300000000001,1,0,1,0,1,0,0,0,1,0,0,0,0,1
S2250,85.8,67.76,82.99,35.8,61.98,52.12,25.1,7.3,9,23,93.24,75.027,0,0,0,1,0,0,0,1,0,0,0,1,0,0
S2251,92.11,69.32,88.77,7.1,55.09,77.94,15.0,8.2,4,19,47.53,61.856,1,1,1,0,0,0,1,0,0,1,0,1,0,0
S2252,41.21,56.11,93.53,33.2,67.24,77.23,23.4,6.0,10,23,43.92,56.76299999999999,1,1,1,1,0,0,0,0,0,0,1,0,1,0
S2253,54.61,84.01,72.81,82.10000000000001,82.26,60.26,27.5,5.0,1,22,73.78,75.30199999999999,0,0,1,0,0,0,1,0,0,1,0,0,1,0
S2254,45.4,62.17,68.17,96.8,75.95,84.77,11.5,4.3,5,21,70.15,68.115,0,1,1,0,0,0,1,0,0,1,0,0,1,0
S2255,66.52,81.44,99.17,4.0,62.14,87.06,11.0,7.3,4,24,69.47,68.32050000000001,1,0,0,1,0,0,0,0,1,0,0,0,0,1
S2256,93.4,61.16,61.59,56.900000000000006,88.36,62.95,14.0,8.9,4,20,74.47,77.31349999999999,0,0,1,0,0,0,1,0,1,0,0,0,0,1
S2257,68.05,69.39,61.1,10.5,56.57,67.2,15.5,4.6,1,18,57.22,58.527,0,0,0,0,1,0,0,0,0,1,0,1,0,0
S2258,90.98,92.83,85.77,68.0,61.41,99.52,7.8,7.9,3,24,79.78,77.9165,1,1,0,0,0,1,0,0,1,0,0,0,0,1
S2259,59.63,86.95,58.98,0.8,83.8,68.71,10.8,5.8,3,19,70.14,70.6,1,0,1,0,0,0,1,0,0,0,1,0,1,0
S2260,60.37,57.73,69.97,1.5,59.86,88.04,26.8,9.0,8,18,60.08,57.765,0,1,1,1,0,0,0,0,0,1,0,1,0,0
S2261,93.73,80.39,64.62,77.69999999999999,83.94,72.64,19.2,8.4,6,20,89.59,84.0445,1,0,1,0,0,1,0,0,1,0,0,0,1,0
S2262,65.55,81.43,58.44,7.4,98.85,89.67,11.7,5.2,6,22,83.66,78.831,0,1,0,0,1,0,0,0,0,0,1,0,0,1
S2263,87.39,54.53,78.99,30.5,91.57,88.45,28.6,7.8,6,22,63.62,74.088,0,1,1,0,0,0,1,1,0,0,0,0,0,1
S2264,54.2,73.29,68.68,95.8,58.0,83.39,24.4,7.7,8,20,90.86,70.8965,1,0,0,0,0,0,1,1,0,0,0,0,1,0
S2265,96.93,63.03,73.11,98.5,76.02,92.74,14.1,7.8,5,23,95.22,82.841,1,1,1,0,0,1,0,0,0,1,0,0,1,0
S2266,74.47,73.36,59.79,16.1,71.12,96.96,24.1,4.4,3,20,72.21,68.347,0,1,1,0,0,0,1,0,1,0,0,1,0,0
S2267,85.56,88.85,88.39,56.1,99.58,79.0,19.9,8.0,1,24,52.9,80.9045,0,0,0,1,0,0,0,0,0,0,1,0,0,1
S2268,45.37,57.91,65.74,55.9,98.22,61.87,22.1,5.3,8,19,94.95,78.0645,0,1,1,0,0,1,0,0,0,1,0,0,0,1
S2269,69.56,56.17,67.14,45.2,56.36,69.93,13.0,7.0,10,21,51.37,57.58399999999999,0,1,1,0,0,1,0,0,1,0,0,1,0,0
S2270,94.06,63.47,62.61,92.5,95.44,87.92,10.2,4.6,4,24,42.91,73.875,1,1,1,0,0,0,1,1,0,0,0,1,0,0
S2271,92.62,97.61,71.72,75.4,59.67,82.54,11.3,6.8,3,24,59.65,72.29,0,1,0,0,1,0,0,0,1,0,0,0,0,1
S2272,42.81,87.39,73.18,76.5,65.97,58.89,7.1,8.5,8,24,83.62,71.369,1,0,0,0,1,0,0,0,0,0,1,1,0,0
S2273,58.22,50.97,76.48,27.0,67.67,52.56,16.8,4.9,10,18,95.4,69.5275,1,1,1,0,1,0,0,0,0,1,0,0,0,1
S2274,66.6,70.05,98.38,43.4,64.34,84.15,15.2,8.3,7,18,78.24,71.3675,0,1,0,0,1,0,0,1,0,0,0,0,0,1
S2275,50.34,62.87,95.23,48.7,92.66,62.55,5.1,6.2,8,22,97.11,81.015,1,0,0,0,0,1,0,0,0,0,1,1,0,0
S2276,83.8,81.91,80.47,29.9,66.5,74.98,26.4,5.6,2,24,45.54,65.73349999999999,1,1,1,0,0,1,0,1,0,0,0,1,0,0
S2277,51.07,72.96,51.95,9.5,90.84,87.34,22.0,4.3,8,23,43.65,62.43900000000001,0,1,0,0,0,0,1,1,0,0,0,1,0,0
S2278,60.8,98.22,80.61,12.6,99.72,78.13,16.2,6.6,4,22,76.25,81.5225,1,1,1,0,1,0,0,0,0,1,0,0,0,1
S2279,79.8,60.95,54.48,18.1,92.04,54.17,29.2,5.0,2,19,97.97,79.57,1,0,0,0,1,0,0,0,0,1,0,1,0,0
S2280,68.93,79.39,85.52,20.4,67.31,59.28,28.5,8.7,4,20,70.16,69.553,0,0,1,0,0,0,1,0,1,0,0,0,0,1
S2281,84.31,85.01,69.5,24.2,85.56,60.97,7.4,5.2,8,18,43.09,69.9985,0,1,0,0,0,0,1,0,1,0,0,0,1,0
S2282,97.67,91.28,91.88,25.5,76.7,62.89,20.4,6.9,6,24,53.27,75.133,0,0,0,0,0,0,1,0,1,0,0,1,0,0
S2283,46.99,70.35,97.13,45.6,89.33,78.27,25.4,6.8,3,19,54.69,70.0655,0,0,1,1,0,0,0,0,1,0,0,0,0,1
S2284,82.57,84.35,70.86,51.0,57.65,75.2,9.3,5.7,7,22,60.27,67.03649999999999,0,1,1,0,0,0,1,0,1,0,0,0,0,1
S2285,53.82,65.16,73.03,30.9,81.91,60.16,8.2,8.3,6,22,42.62,61.923,0,1,0,0,0,0,1,0,1,0,0,0,0,1
S2286,64.87,71.77,79.51,90.7,88.68,53.38,11.5,4.9,5,18,94.29,83.1585,0,0,1,1,0,0,0,0,1,0,0,1,0,0
S2287,41.97,94.78,59.86,55.3,88.06,58.57,12.0,8.1,6,22,70.93,73.41400000000002,1,1,1,0,1,0,0,1,0,0,0,1,0,0
S2288,48.15,97.5,96.37,78.7,98.18,99.22,29.1,5.0,3,23,80.26,84.9385,1,0,1,0,0,1,0,0,1,0,0,0,1,0
S2289,59.19,85.94,71.65,92.4,52.92,73.43,24.5,4.2,5,22,44.03,60.438,0,0,1,0,1,0,0,1,0,0,0,1,0,0
S2290,60.52,68.72,58.34,16.299999999999997,67.29,93.37,6.5,8.7,3,21,43.25,57.0345,1,0,1,0,0,1,0,0,1,0,0,0,1,0
S2291,93.98,91.0,88.14,42.8,73.83,92.44,24.7,7.2,2,20,75.19,79.6475,1,1,0,0,0,1,0,0,1,0,0,0,1,0
S2292,84.51,51.29,60.96,43.3,65.49,75.58,9.2,7.2,2,22,93.24,71.588,0,0,0,0,0,0,1,1,0,0,0,0,1,0
S2293,98.33,55.14,57.18,35.4,65.49,85.33,13.9,5.3,2,21,71.71,68.083,1,1,0,0,0,0,1,0,1,0,0,0,1,0
S2294,75.94,83.07,78.14,0.8999999999999999,58.81,59.64,13.0,4.7,10,19,92.67,72.521,0,1,1,1,0,0,0,1,0,0,0,1,0,0
S2295,54.5,64.56,83.57,81.6,90.65,84.42,11.8,7.5,4,22,88.66,79.65599999999999,1,0,0,0,1,0,0,0,0,1,0,0,1,0
S2296,59.66,97.57,78.48,11.2,95.4,63.62,12.7,6.6,2,23,44.55,71.75,0,1,1,0,1,0,0,1,0,0,0,1,0,0
S2297,59.19,71.8,82.83,99.5,54.12,91.6,23.9,5.6,4,19,52.12,62.1725,1,1,0,0,0,1,0,0,1,0,0,1,0,0
S2298,59.59,71.47,55.78,77.30000000000001,57.74,54.19,11.7,5.6,9,24,79.46,66.289,1,0,1,0,0,0,1,0,0,0,1,1,0,0
S2299,80.38,83.9,73.8,58.0,61.42,88.66,25.0,8.4,3,22,66.61,70.0005,1,0,0,0,0,0,1,0,0,1,0,1,0,0
S2300,71.85,88.38,67.85,15.5,75.45,55.0,7.3,8.4,5,18,57.44,68.58949999999999,0,1,0,0,1,0,0,0,1,0,0,1,0,0
S2301,63.13,73.78,98.67,51.5,89.56,94.06,19.9,5.4,2,21,65.12,76.12650000000001,1,1,0,1,0,0,0,0,0,1,0,0,0,1
S2302,48.95,60.7,52.48,26.1,53.57,65.21,26.6,8.0,7,21,66.71,55.749,1,0,1,0,0,0,1,0,1,0,0,1,0,0
S2303,41.33,88.67,64.91,25.2,81.84,82.72,7.0,5.1,10,18,94.63,75.4605,0,0,1,1,0,0,0,1,0,0,0,1,0,0
S2304,53.13,66.02,97.09,83.0,57.47,74.38,20.9,8.0,5,20,46.21,60.525,0,1,0,0,1,0,0,0,0,0,1,0,1,0
S2305,46.45,58.76,99.17,38.1,98.57,68.32,17.8,4.6,7,24,56.78,71.3695,1,1,1,0,1,0,0,0,1,0,0,0,1,0
S2306,87.13,81.58,91.25,45.1,94.94,82.27,13.3,7.8,3,23,72.25,83.231,1,0,0,1,0,0,0,1,0,0,0,0,1,0
S2307,46.75,54.52,53.8,84.3,97.48,97.38,7.5,6.8,6,21,81.9,74.50450000000001,1,0,0,0,0,0,1,0,1,0,0,0,1,0
S2308,83.45,98.57,78.07,8.8,55.31,52.06,21.9,4.6,3,19,77.84,71.603,1,0,0,0,1,0,0,0,0,0,1,0,1,0
S2309,63.14,81.62,70.01,59.5,74.4,95.94,12.7,7.1,1,23,96.5,78.135,0,1,0,0,0,1,0,1,0,0,0,0,1,0
S2310,44.4,99.29,90.32,57.8,58.26,80.45,13.5,5.0,8,21,87.74,72.8885,1,1,0,0,1,0,0,0,0,0,1,1,0,0
S2311,88.76,66.94,52.75,42.5,80.02,90.37,22.9,5.0,9,24,73.42,73.116,1,1,0,0,0,0,1,1,0,0,0,1,0,0
S2312,74.78,98.56,59.86,83.0,61.64,69.19,28.6,6.2,5,20,52.88,67.849,0,1,1,0,0,1,0,0,0,1,0,0,1,0
S2313,54.15,57.28,74.46,94.3,88.53,73.59,13.3,8.8,1,24,67.05,72.19699999999999,1,1,1,0,1,0,0,0,1,0,0,0,0,1
S2314,93.68,52.03,57.88,46.5,82.2,93.44,23.7,8.5,2,19,81.6,75.0295,1,1,0,0,0,0,1,0,1,0,0,0,0,1
S2315,42.72,51.65,84.64,45.6,78.58,70.74,28.9,8.1,8,24,90.28,71.0435,1,0,1,0,0,0,1,0,1,0,0,1,0,0
S2316,52.11,73.24,91.04,50.2,91.26,76.73,7.4,8.3,7,23,97.58,82.1895,0,0,1,0,1,0,0,0,1,0,0,1,0,0
S2317,85.12,54.15,85.23,72.30000000000001,75.01,51.01,18.2,6.5,4,19,76.33,74.614,0,1,0,0,0,0,1,0,1,0,0,0,0,1
S2318,82.56,75.61,72.01,66.8,63.49,57.93,5.3,5.9,3,18,71.62,71.21849999999999,1,1,0,1,0,0,0,0,0,0,1,0,0,1
S2319,57.36,66.38,93.92,22.3,81.04,82.08,25.6,8.4,4,22,41.06,63.64500000000001,1,0,0,0,0,1,0,0,1,0,0,0,1,0
S2320,43.72,66.78,56.88,6.4,97.85,85.85,12.2,4.4,5,18,44.33,63.0205,0,0,1,1,0,0,0,0,1,0,0,0,0,1
S2321,91.48,81.78,63.02,94.9,80.06,79.13,13.3,9.0,4,23,49.37,73.3965,1,0,0,0,1,0,0,0,0,1,0,0,1,0
S2322,58.82,58.15,74.48,26.1,81.48,57.17,22.2,6.8,9,22,43.29,61.565,1,1,1,1,0,0,0,0,1,0,0,1,0,0
S2323,51.74,88.33,53.07,63.9,96.74,72.27,24.7,6.7,1,18,64.05,74.547,0,1,0,0,1,0,0,0,1,0,0,1,0,0
S2324,70.96,79.1,54.78,82.8,75.76,67.75,15.0,5.5,1,22,60.21,69.9075,0,1,1,0,1,0,0,1,0,0,0,0,1,0
S2325,94.61,95.75,69.87,30.0,99.82,74.78,21.6,4.9,10,21,78.24,86.547,0,0,0,0,0,0,1,0,1,0,0,1,0,0
S2326,42.61,68.24,97.19,63.5,57.98,93.52,28.9,7.4,7,24,72.14,64.9505,1,0,1,0,0,0,1,0,1,0,0,1,0,0
S2327,85.95,99.14,95.42,10.8,76.85,88.79,27.2,5.8,3,19,75.76,79.8405,1,0,1,0,1,0,0,1,0,0,0,0,1,0
S2328,74.35,78.79,73.3,97.0,60.65,54.2,22.5,5.5,4,22,68.32,70.42599999999999,1,1,1,0,0,1,0,0,0,0,1,0,0,1
S2329,65.53,98.67,57.11,5.8,72.67,94.52,28.6,4.8,1,21,56.66,66.597,1,0,1,0,0,1,0,0,0,0,1,1,0,0
S2330,84.64,51.35,58.91,43.8,58.53,73.59,26.9,6.7,2,24,97.17,70.331,0,1,1,0,0,1,0,1,0,0,0,0,0,1
S2331,97.95,86.4,68.88,53.7,61.13,87.19,23.2,6.9,5,24,45.18,66.8595,1,1,0,1,0,0,0,0,1,0,0,0,0,1
S2332,53.75,90.83,60.5,79.0,60.54,57.0,27.9,6.2,4,20,96.33,73.9315,1,1,1,0,1,0,0,0,0,0,1,1,0,0
S2333,48.62,52.66,54.15,12.1,66.0,83.54,25.4,4.1,3,18,58.67,55.67949999999999,0,0,0,0,0,0,1,0,0,0,1,0,0,1
S2334,94.77,78.95,83.69,44.1,56.73,61.82,17.6,6.5,2,20,70.76,71.341,0,1,1,1,0,0,0,0,0,1,0,1,0,0
S2335,80.14,90.1,79.07,30.0,90.47,71.92,17.6,5.4,1,23,46.53,73.7165,1,1,0,1,0,0,0,0,0,0,1,1,0,0
S2336,66.28,78.05,64.56,31.200000000000003,61.03,50.84,5.2,4.7,1,21,44.26,59.0395,0,1,1,0,0,0,1,0,1,0,0,0,1,0
S2337,74.4,53.19,88.95,77.9,70.83,57.58,5.8,6.9,1,20,65.77,69.62,0,1,1,0,1,0,0,0,0,1,0,1,0,0
S2338,84.74,84.67,88.8,0.5,50.8,54.6,23.7,7.4,7,20,84.5,70.6815,1,0,0,1,0,0,0,0,0,1,0,0,1,0
S2339,86.38,53.03,74.55,74.9,55.24,61.99,18.9,6.6,1,24,56.16,62.72349999999999,1,1,1,0,1,0,0,0,1,0,0,0,1,0
S2340,95.19,90.87,54.83,81.0,94.81,55.0,24.0,7.1,2,21,73.74,84.32,1,1,1,0,1,0,0,1,0,0,0,0,1,0
S2341,65.61,52.15,95.92,90.1,91.86,84.6,28.7,7.0,2,24,56.72,73.499,1,1,1,0,1,0,0,0,1,0,0,0,1,0
S2342,57.6,56.87,83.43,62.7,92.05,51.45,16.3,4.6,8,19,63.32,72.0935,0,0,0,0,0,0,1,0,0,0,1,0,1,0
S2343,78.38,63.76,62.35,33.3,70.57,80.89,7.2,5.1,5,22,94.39,73.98949999999999,0,0,1,0,1,0,0,1,0,0,0,0,0,1
S2344,64.94,81.67,80.52,42.7,57.08,57.04,20.7,4.0,4,23,91.35,72.14,1,1,0,1,0,0,0,0,1,0,0,0,1,0
S2345,75.68,98.82,70.25,97.0,55.39,97.26,7.5,8.9,3,23,70.96,72.407,1,0,1,0,0,0,1,0,1,0,0,0,1,0
S2346,65.2,55.89,81.77,88.10000000000001,80.28,96.65,20.5,5.1,8,18,54.29,68.402,0,1,1,0,0,0,1,0,0,0,1,0,0,1
S2347,49.18,57.14,73.69,46.4,91.41,61.28,18.2,8.1,10,24,51.59,65.9575,1,0,1,1,0,0,0,1,0,0,0,0,1,0
S2348,68.17,68.44,74.27,94.3,95.01,80.72,22.8,7.9,6,22,97.25,85.449,1,0,1,0,0,0,1,0,1,0,0,0,0,1
S2349,81.46,91.81,86.79,82.30000000000001,64.44,51.4,13.8,7.5,7,18,52.16,71.15650000000001,1,0,1,1,0,0,0,0,1,0,0,0,0,1
S2350,87.96,73.36,80.69,90.1,66.05,96.59,8.6,6.2,5,23,88.49,78.70949999999999,1,1,1,0,0,1,0,0,0,1,0,0,1,0
S2351,69.6,66.08,54.0,68.3,55.04,76.15,10.9,6.9,5,22,62.14,61.214,0,0,0,1,0,0,0,0,0,1,0,1,0,0
S2352,49.91,78.06,53.27,85.8,88.72,52.16,22.1,4.9,10,20,99.14,80.21350000000001,1,0,0,0,0,0,1,0,0,1,0,1,0,0
S2353,64.88,63.03,65.25,89.2,63.78,67.12,17.0,4.5,8,19,62.09,64.828,0,1,0,1,0,0,0,0,1,0,0,0,1,0
S2354,87.18,70.06,71.51,9.2,74.05,53.84,18.5,5.8,1,20,61.09,68.6845,1,1,1,0,0,1,0,0,1,0,0,1,0,0
S2355,64.77,66.63,63.76,96.5,96.44,69.65,13.1,8.1,3,19,78.25,79.40549999999999,1,0,0,0,1,0,0,0,1,0,0,0,1,0
S2356,81.79,90.21,82.57,33.4,87.61,83.5,25.9,6.8,7,24,97.69,86.4325,0,0,1,0,1,0,0,0,0,1,0,0,1,0
S2357,70.43,96.21,59.76,44.0,52.64,73.49,30.0,7.8,3,21,98.57,73.6065,1,0,0,0,1,0,0,0,1,0,0,0,0,1
S2358,54.47,87.98,85.21,79.2,50.41,69.19,12.8,8.5,9,18,82.43,69.57900000000001,0,0,0,0,0,0,1,0,0,0,1,0,1,0
S2359,87.77,71.95,88.66,66.5,89.37,55.96,23.0,6.8,2,18,85.28,84.28,1,0,0,0,0,1,0,0,1,0,0,0,1,0
S2360,45.05,75.22,56.22,89.3,77.63,62.25,9.3,5.8,1,21,73.8,69.8665,1,1,1,1,0,0,0,0,0,0,1,1,0,0
S2361,71.49,56.25,82.54,40.1,86.02,55.01,23.6,8.3,7,22,85.35,76.5635,1,0,1,1,0,0,0,0,0,1,0,0,0,1
S2362,52.53,87.34,98.07,37.3,57.84,90.37,15.8,5.1,9,21,91.59,72.902,1,1,1,1,0,0,0,0,1,0,0,0,0,1
S2363,44.02,79.82,59.64,3.2,93.6,56.76,20.1,4.1,4,24,69.17,70.07249999999999,1,0,1,1,0,0,0,0,0,0,1,1,0,0
S2364,70.18,95.12,95.47,46.3,88.67,79.77,10.9,4.3,9,23,77.19,82.5555,0,0,0,0,0,0,1,0,1,0,0,0,1,0
S2365,69.97,60.03,80.3,72.4,94.54,67.14,26.3,6.9,3,21,72.24,77.572,0,0,0,0,0,0,1,1,0,0,0,0,0,1
S2366,82.41,87.99,79.55,30.1,67.05,61.3,9.3,8.5,8,19,73.75,73.5725,1,1,1,0,0,1,0,0,1,0,0,0,0,1
S2367,84.69,84.23,52.6,46.3,63.79,81.97,28.2,6.8,9,23,93.4,75.4,1,1,0,1,0,0,0,0,0,1,0,1,0,0
S2368,83.67,63.29,87.42,21.9,57.59,72.85,6.5,6.0,5,21,61.34,64.493,0,0,1,0,1,0,0,1,0,0,0,0,0,1
S2369,64.57,83.37,73.91,77.30000000000001,96.5,70.01,12.2,6.9,5,18,52.49,75.5195,0,0,1,0,0,0,1,0,1,0,0,0,1,0
S2370,77.9,96.22,86.06,6.1,58.84,79.64,19.1,7.4,5,20,67.38,69.52600000000001,1,1,0,0,0,1,0,1,0,0,0,1,0,0
S2371,74.62,95.92,90.46,70.5,55.97,74.56,26.5,7.8,9,19,52.49,68.0655,1,1,1,0,0,1,0,0,1,0,0,0,1,0
S2372,65.29,85.98,76.19,37.9,59.63,65.17,19.4,5.7,9,24,69.9,67.5685,0,1,0,0,0,0,1,0,0,0,1,0,0,1
S2373,75.83,52.4,63.18,4.2,88.57,77.95,10.4,5.9,3,19,94.21,75.886,1,0,1,0,1,0,0,0,0,0,1,1,0,0
S2374,96.83,93.61,57.08,85.3,94.48,83.47,26.5,4.1,4,22,77.05,86.1455,0,1,1,0,1,0,0,0,0,0,1,0,1,0
S2375,51.57,82.89,58.03,48.8,90.55,51.33,19.9,7.2,6,20,91.33,78.40950000000001,1,0,1,1,0,0,0,0,0,0,1,0,0,1
S2376,94.35,65.52,93.35,59.900000000000006,78.16,73.29,10.8,7.9,8,19,49.97,72.25099999999999,0,1,1,0,0,0,1,0,0,0,1,0,1,0
S2377,43.21,59.36,56.18,73.2,99.69,52.88,19.0,6.6,2,21,94.05,78.083,0,1,1,0,1,0,0,1,0,0,0,0,1,0
S2378,58.5,55.81,69.23,65.5,53.44,59.32,21.9,5.9,4,19,76.11,62.404,1,1,1,0,0,0,1,0,1,0,0,1,0,0
S2379,57.29,52.51,66.71,73.1,93.36,78.03,22.0,5.7,5,19,41.91,65.2815,0,0,0,0,0,1,0,0,0,0,1,0,1,0
S2380,77.58,87.71,93.27,76.2,71.39,93.31,23.1,7.2,6,19,77.99,78.845,1,1,0,0,0,1,0,0,0,0,1,0,0,1
S2381,47.87,61.79,73.88,58.9,72.76,94.14,27.4,5.7,1,22,97.08,72.88,1,0,1,0,0,1,0,0,1,0,0,0,0,1
S2382,92.94,51.21,99.82,36.6,56.38,53.5,25.6,7.0,6,19,44.75,61.536,1,0,0,0,0,0,1,1,0,0,0,0,0,1
S2383,89.71,69.86,86.85,24.3,51.67,70.96,20.2,8.6,10,19,74.95,68.07400000000001,1,0,1,1,0,0,0,0,0,0,1,0,0,1
S2384,79.12,74.13,92.55,90.3,65.83,79.15,5.8,5.7,7,22,94.93,80.239,0,0,1,1,0,0,0,1,0,0,0,0,1,0
S2385,67.5,58.46,54.93,97.0,58.74,57.35,23.7,4.3,9,23,40.58,57.004000000000005,1,1,1,0,1,0,0,0,0,0,1,0,0,1
S2386,95.98,52.2,62.66,35.8,74.17,88.27,29.4,8.4,8,20,77.85,71.9965,1,1,0,0,0,0,1,1,0,0,0,1,0,0
S2387,89.84,59.46,56.77,11.2,57.37,87.21,12.6,5.4,3,24,68.49,62.9655,1,1,0,1,0,0,0,0,0,1,0,0,1,0
S2388,69.96,83.96,73.18,22.3,56.9,95.17,20.2,8.9,5,23,60.82,63.79600000000001,1,1,1,0,0,0,1,0,0,0,1,1,0,0
S2389,82.11,54.11,85.91,67.1,93.85,50.42,24.2,8.2,1,18,77.65,79.9465,0,0,1,1,0,0,0,0,0,0,1,0,0,1
S2390,74.02,77.75,58.45,17.3,96.06,60.83,21.0,6.1,9,22,43.16,69.0835,1,0,0,0,0,1,0,0,1,0,0,1,0,0
S2391,75.28,57.32,56.51,78.0,98.21,91.36,28.1,7.1,10,22,85.18,80.199,0,0,0,0,0,1,0,0,1,0,0,0,0,1
S2392,59.86,59.78,80.73,92.3,84.03,83.53,16.8,5.4,7,19,40.27,65.9105,0,0,0,0,1,0,0,1,0,0,0,0,1,0
S2393,67.73,69.65,61.52,96.4,88.55,94.72,18.3,4.4,3,19,58.42,72.749,0,0,0,0,0,1,0,0,1,0,0,1,0,0
